"","AFFILIATION","full_tags","tag.number","full.tag.number"
"377","Ankestyrelsen 10074002","Jura",1,2
"378","Ankestyrelsen 10074002","Stat",2,1
"379","Ankestyrelsen 10074002","Statsadministration",2,2
"380","Ankestyrelsen 10074002","Centraladministration",2,3
"381","Ankestyrelsen 10074002","Socialområdet",2,4
"382","Ase Lønmodtager (Bestyrelse) 32951023","Erhvervsliv",1,1
"383","Ase Lønmodtager (Bestyrelse) 32951023","Finans",1,2
"384","Ase Lønmodtager (Bestyrelse) 32951023","Stat",2,1
"385","Ase Lønmodtager (Bestyrelse) 32951023","Politik",2,2
"386","Ase Lønmodtager (Bestyrelse) 32951023","Interesseorganisationer",2,3
"387","Ase Lønmodtager (Bestyrelse) 32951023","Fagbevægelse",2,4
"388","DANSK METALARBEJDERFORBUND (Hovedbestyrelse) 31407117","Erhvervsliv",1,1
"389","DANSK METALARBEJDERFORBUND (Hovedbestyrelse) 31407117","Industri",1,2
"390","DANSK METALARBEJDERFORBUND (Hovedbestyrelse) 31407117","Stat",2,1
"391","DANSK METALARBEJDERFORBUND (Hovedbestyrelse) 31407117","Politik",2,2
"392","DANSK METALARBEJDERFORBUND (Hovedbestyrelse) 31407117","Interesseorganisationer",2,3
"393","DANSK METALARBEJDERFORBUND (Hovedbestyrelse) 31407117","Fagbevægelse",2,4
"394","H. LUNDBECK A/S 56759913","Erhvervsliv",1,1
"395","H. LUNDBECK A/S 56759913","Industri",1,2
"396","H. LUNDBECK A/S 56759913","Medicinalindustri",1,3
"397","Konkurrence- og Forbrugerstyrelsen 10294819","Erhvervsliv",1,1
"398","Konkurrence- og Forbrugerstyrelsen 10294819","Handel og service",1,2
"399","Konkurrence- og Forbrugerstyrelsen 10294819","Stat",2,1
"400","Konkurrence- og Forbrugerstyrelsen 10294819","Politik",2,2
"401","Konkurrence- og Forbrugerstyrelsen 10294819","Interesseorganisationer",2,3
"402","Konkurrence- og Forbrugerstyrelsen 10294819","Erhvervsorganisationer",2,4
"403","Konkurrence- og Forbrugerstyrelsen 10294819","Stat",3,1
"404","Konkurrence- og Forbrugerstyrelsen 10294819","Statsadministration",3,2
"405","Konkurrence- og Forbrugerstyrelsen 10294819","Centraladministration",3,3
"406","NEXT Uddannelse København (Bestyrelse) 11748708","Stat",1,1
"407","NEXT Uddannelse København (Bestyrelse) 11748708","Uddannelse",1,2
"408","NEXT Uddannelse København (Bestyrelse) 11748708","Erhvervsskole",1,3
"409","NEXT Uddannelse København (Bestyrelse) 11748708","Stat",2,1
"410","NEXT Uddannelse København (Bestyrelse) 11748708","Uddannelse",2,2
"411","NEXT Uddannelse København (Bestyrelse) 11748708","Gymnasier",2,3
"412","Styrelsen for International Rekruttering og Integration 36997427","Stat",1,1
"413","Styrelsen for International Rekruttering og Integration 36997427","Statsadministration",1,2
"414","Styrelsen for International Rekruttering og Integration 36997427","Centraladministration",1,3
"415","Styrelsen for International Rekruttering og Integration 36997427","Socialområdet",1,4
"416","Styrelsen for International Rekruttering og Integration 36997427","Stat",2,1
"417","Styrelsen for International Rekruttering og Integration 36997427","Statsadministration",2,2
"418","Styrelsen for International Rekruttering og Integration 36997427","Udenrigstjenesten",2,3
"419","VESTFORBRÆNDING, Bestyrelse 10866111","Erhvervsliv",1,1
"420","VESTFORBRÆNDING, Bestyrelse 10866111","Industri",1,2
"421","VESTFORBRÆNDING, Bestyrelse 10866111","Energi",1,3
"422","Fødevarestyrelsen 62534516","Erhvervsliv",1,1
"423","Fødevarestyrelsen 62534516","Landbrug",1,2
"424","Fødevarestyrelsen 62534516","Erhvervsliv",2,1
"425","Fødevarestyrelsen 62534516","Landbrug",2,2
"426","Fødevarestyrelsen 62534516","Fiskeri",2,3
"427","Fødevarestyrelsen 62534516","Stat",3,1
"428","Fødevarestyrelsen 62534516","Statsadministration",3,2
"429","Fødevarestyrelsen 62534516","Centraladministration",3,3
"430","FORCE Technology (Bestyrelse) 55117314","Erhvervsliv",1,1
"431","FORCE Technology (Bestyrelse) 55117314","Industri",1,2
"432","FORCE Technology (Bestyrelse) 55117314","Byggeri",1,3
"433","FORCE Technology (Bestyrelse) 55117314","Erhvervsliv",2,1
"434","FORCE Technology (Bestyrelse) 55117314","Industri",2,2
"435","FORCE Technology (Bestyrelse) 55117314","Energi",2,3
"436","FORCE Technology (Bestyrelse) 55117314","Erhvervsliv",3,1
"437","FORCE Technology (Bestyrelse) 55117314","Industri",3,2
"438","FORCE Technology (Bestyrelse) 55117314","Tech",3,3
"439","FORCE Technology (Bestyrelse) 55117314","Erhvervsliv",4,1
"440","FORCE Technology (Bestyrelse) 55117314","Industri",4,2
"441","FORCE Technology (Bestyrelse) 55117314","Transport",4,3
"442","KEMP & LAURITZEN A/S 57471719","Erhvervsliv",1,1
"443","KEMP & LAURITZEN A/S 57471719","Industri",1,2
"444","KEMP & LAURITZEN A/S 57471719","Byggeri",1,3
"445","COOP DANMARK A/S (Bestyrelse) 26259495","Erhvervsliv",1,1
"446","COOP DANMARK A/S (Bestyrelse) 26259495","Handel og service",1,2
"447","Patent- og Varemærkestyrelsen 17039415","Stat",1,1
"448","Patent- og Varemærkestyrelsen 17039415","Statsadministration",1,2
"449","Patent- og Varemærkestyrelsen 17039415","Centraladministration",1,3
"450","Patent- og Varemærkestyrelsen 17039415","Stat",2,1
"451","Patent- og Varemærkestyrelsen 17039415","Statsadministration",2,2
"452","Patent- og Varemærkestyrelsen 17039415","Centraladministration",2,3
"453","Patent- og Varemærkestyrelsen 17039415","Erhvervsområdet",2,4
"454","DANSK BLINDESAMFUND (Hovedbestyrelse) 18203928","Stat",1,1
"455","DANSK BLINDESAMFUND (Hovedbestyrelse) 18203928","Politik",1,2
"456","DANSK BLINDESAMFUND (Hovedbestyrelse) 18203928","Interesseorganisationer",1,3
"457","DANSK BLINDESAMFUND (Hovedbestyrelse) 18203928","Patientorganisationer",1,4
"458","Teknologisk Institut (Bestyrelse) 56976116","Erhvervsliv",1,1
"459","Teknologisk Institut (Bestyrelse) 56976116","Industri",1,2
"460","Teknologisk Institut (Bestyrelse) 56976116","Tech",1,3
"461","Teknologisk Institut (Bestyrelse) 56976116","Ideologi",2,1
"462","Teknologisk Institut (Bestyrelse) 56976116","Videnskab",2,2
"463","Teknologisk Institut (Bestyrelse) 56976116","Teknologi",2,3
"464","DSV ROAD A/S 26366224","Erhvervsliv",1,1
"465","DSV ROAD A/S 26366224","Industri",1,2
"466","DSV ROAD A/S 26366224","Transport",1,3
"467","ROCKWOOL A/S (Bestyrelse) 54879415","Erhvervsliv",1,1
"468","ROCKWOOL A/S (Bestyrelse) 54879415","Handel og service",1,2
"469","ROCKWOOL A/S (Bestyrelse) 54879415","Erhvervsliv",2,1
"470","ROCKWOOL A/S (Bestyrelse) 54879415","Industri",2,2
"471","ROCKWOOL A/S (Bestyrelse) 54879415","Byggeri",2,3
"472","DSV A/S 58233528","Erhvervsliv",1,1
"473","DSV A/S 58233528","Industri",1,2
"474","DSV A/S 58233528","Transport",1,3
"475","DSV AIR & SEA A/S 26366313","Erhvervsliv",1,1
"476","DSV AIR & SEA A/S 26366313","Industri",1,2
"477","DSV AIR & SEA A/S 26366313","Transport",1,3
"478","DSV SOLUTIONS A/S 26366321","Erhvervsliv",1,1
"479","DSV SOLUTIONS A/S 26366321","Industri",1,2
"480","DSV SOLUTIONS A/S 26366321","Transport",1,3
"481","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Erhvervsliv",1,1
"482","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Handel og service",1,2
"483","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Konsulent & Revision",1,3
"484","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Erhvervsliv",2,1
"485","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Industri",2,2
"486","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Byggeri",2,3
"487","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Stat",3,1
"488","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Politik",3,2
"489","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Interesseorganisationer",3,3
"490","Dansk Brand- og sikringsteknisk Institut (Bestyrelse) 65196816","Erhvervsorganisationer",3,4
"491","BRUNATA A/S (Bestyrelse) 22166514","Erhvervsliv",1,1
"492","BRUNATA A/S (Bestyrelse) 22166514","Handel og service",1,2
"493","BRUNATA A/S (Bestyrelse) 22166514","Erhvervsliv",2,1
"494","BRUNATA A/S (Bestyrelse) 22166514","Industri",2,2
"495","BRUNATA A/S (Bestyrelse) 22166514","Energi",2,3
"496","BRUNATA A/S (Bestyrelse) 22166514","Erhvervsliv",3,1
"497","BRUNATA A/S (Bestyrelse) 22166514","Industri",3,2
"498","BRUNATA A/S (Bestyrelse) 22166514","Tech",3,3
"499","Velliv, Pension & Livsforsikring A/S 24260577","Erhvervsliv",1,1
"500","Velliv, Pension & Livsforsikring A/S 24260577","Finans",1,2
"501","Velliv, Pension & Livsforsikring A/S 24260577","Forsikring",1,3
"502","Velliv, Pension & Livsforsikring A/S 24260577","Erhvervsliv",2,1
"503","Velliv, Pension & Livsforsikring A/S 24260577","Finans",2,2
"504","Velliv, Pension & Livsforsikring A/S 24260577","Pension",2,3
"505","GN HEARING A/S 55082715","Erhvervsliv",1,1
"506","GN HEARING A/S 55082715","Industri",1,2
"507","GN HEARING A/S 55082715","Tech",1,3
"508","Statens It 31786401","Ideologi",1,1
"509","Statens It 31786401","Videnskab",1,2
"510","Statens It 31786401","Teknologi",1,3
"511","Statens It 31786401","Stat",2,1
"512","Statens It 31786401","Statsadministration",2,2
"513","Statens It 31786401","Centraladministration",2,3
"514","U/NORD S/I 63504416","Stat",1,1
"515","U/NORD S/I 63504416","Uddannelse",1,2
"516","U/NORD S/I 63504416","Erhvervsskole",1,3
"517","FDM f.m.b.a. (Bestyrelse) 10376718","Erhvervsliv",1,1
"518","FDM f.m.b.a. (Bestyrelse) 10376718","Handel og service",1,2
"519","FDM f.m.b.a. (Bestyrelse) 10376718","Erhvervsliv",2,1
"520","FDM f.m.b.a. (Bestyrelse) 10376718","Industri",2,2
"521","FDM f.m.b.a. (Bestyrelse) 10376718","Transport",2,3
"522","FDM f.m.b.a. (Bestyrelse) 10376718","Stat",3,1
"523","FDM f.m.b.a. (Bestyrelse) 10376718","Politik",3,2
"524","FDM f.m.b.a. (Bestyrelse) 10376718","Interesseorganisationer",3,3
"525","Gigtforeningen, Bestyrelse 42061611","Stat",1,1
"526","Gigtforeningen, Bestyrelse 42061611","Politik",1,2
"527","Gigtforeningen, Bestyrelse 42061611","Interesseorganisationer",1,3
"528","Gigtforeningen, Bestyrelse 42061611","Patientorganisationer",1,4
"529","Gigtforeningen, Bestyrelse 42061611","Stat",2,1
"530","Gigtforeningen, Bestyrelse 42061611","Sundhed",2,2
"531","NOVO NORDISK A/S (Bestyrelse) 24256790","Erhvervsliv",1,1
"532","NOVO NORDISK A/S (Bestyrelse) 24256790","Finans",1,2
"533","NOVO NORDISK A/S (Bestyrelse) 24256790","Investering",1,3
"534","NOVO NORDISK A/S (Bestyrelse) 24256790","Erhvervsliv",2,1
"535","NOVO NORDISK A/S (Bestyrelse) 24256790","Industri",2,2
"536","NOVO NORDISK A/S (Bestyrelse) 24256790","Medicinalindustri",2,3
"537","FONDEN DIAKONISSEHUSET SANKT LUKAS STIFTELSEN 12125828","Erhvervsliv",1,1
"538","FONDEN DIAKONISSEHUSET SANKT LUKAS STIFTELSEN 12125828","Fonde",1,2
"539","FONDEN DIAKONISSEHUSET SANKT LUKAS STIFTELSEN 12125828","Ideologi",2,1
"540","FONDEN DIAKONISSEHUSET SANKT LUKAS STIFTELSEN 12125828","Religion",2,2
"541","FONDEN DIAKONISSEHUSET SANKT LUKAS STIFTELSEN 12125828","Stat",3,1
"542","FONDEN DIAKONISSEHUSET SANKT LUKAS STIFTELSEN 12125828","Politik",3,2
"543","FONDEN DIAKONISSEHUSET SANKT LUKAS STIFTELSEN 12125828","Interesseorganisationer",3,3
"544","FONDEN DIAKONISSEHUSET SANKT LUKAS STIFTELSEN 12125828","Velgørenhed",3,4
"545","SAMPENSION ADMINISTRATIONSSELSKAB A/S 11373933","Erhvervsliv",1,1
"546","SAMPENSION ADMINISTRATIONSSELSKAB A/S 11373933","Finans",1,2
"547","SAMPENSION ADMINISTRATIONSSELSKAB A/S 11373933","Pension",1,3
"548","DHI A/S (Bestyrelse) 36466871","Erhvervsliv",1,1
"549","DHI A/S (Bestyrelse) 36466871","Industri",1,2
"550","DHI A/S (Bestyrelse) 36466871","Energi",1,3
"551","DHI A/S (Bestyrelse) 36466871","Erhvervsliv",2,1
"552","DHI A/S (Bestyrelse) 36466871","Industri",2,2
"553","DHI A/S (Bestyrelse) 36466871","Transport",2,3
"554","DHI A/S (Bestyrelse) 36466871","Stat",3,1
"555","DHI A/S (Bestyrelse) 36466871","Statsadministration",3,2
"556","DHI A/S (Bestyrelse) 36466871","Infrastruktur",3,3
"557","DHI A/S (Bestyrelse) 36466871","Miljø",3,4
"558","VELUX A/S (Bestyrelse) 30003519","Erhvervsliv",1,1
"559","VELUX A/S (Bestyrelse) 30003519","Handel og service",1,2
"560","VELUX A/S (Bestyrelse) 30003519","Erhvervsliv",2,1
"561","VELUX A/S (Bestyrelse) 30003519","Industri",2,2
"562","VELUX A/S (Bestyrelse) 30003519","Byggeri",2,3
"563","VELUX A/S (Bestyrelse) 30003519","Erhvervsliv",3,1
"564","VELUX A/S (Bestyrelse) 30003519","Industri",3,2
"565","VELUX A/S (Bestyrelse) 30003519","Energi",3,3
"566","COLOPLAST A/S 69749917","Erhvervsliv",1,1
"567","COLOPLAST A/S 69749917","Industri",1,2
"568","COLOPLAST A/S 69749917","Medicinalindustri",1,3
"569","Arbejdsmarkedets Tillægspension (Bestyrelse) 43405810","Erhvervsliv",1,1
"570","Arbejdsmarkedets Tillægspension (Bestyrelse) 43405810","Finans",1,2
"571","Arbejdsmarkedets Tillægspension (Bestyrelse) 43405810","Investering",1,3
"572","Arbejdsmarkedets Tillægspension (Bestyrelse) 43405810","Erhvervsliv",2,1
"573","Arbejdsmarkedets Tillægspension (Bestyrelse) 43405810","Finans",2,2
"574","Arbejdsmarkedets Tillægspension (Bestyrelse) 43405810","Pension",2,3
"575","Arbejdsmarkedets Tillægspension (Bestyrelse) 43405810","Erhvervsliv",3,1
"576","Arbejdsmarkedets Tillægspension (Bestyrelse) 43405810","Handel og service",3,2
"577","Arbejdsmarkedets Tillægspension (Bestyrelse) 43405810","Konsulent & Revision",3,3
"578","NIRAS A/S 37295728","Erhvervsliv",1,1
"579","NIRAS A/S 37295728","Industri",1,2
"580","NIRAS A/S 37295728","Byggeri",1,3
"581","Røde Kors Asylafdeling 18887886","Stat",1,1
"582","Røde Kors Asylafdeling 18887886","Politik",1,2
"583","Røde Kors Asylafdeling 18887886","Interesseorganisationer",1,3
"584","Røde Kors Asylafdeling 18887886","Civilsamfund",1,4
"585","Røde Kors Asylafdeling 18887886","Stat",2,1
"586","Røde Kors Asylafdeling 18887886","Politik",2,2
"587","Røde Kors Asylafdeling 18887886","Interesseorganisationer",2,3
"588","Røde Kors Asylafdeling 18887886","Velgørenhed",2,4
"589","Roskilde Universitet, Bestyrelse 29057559","Ideologi",1,1
"590","Roskilde Universitet, Bestyrelse 29057559","Videnskab",1,2
"591","Roskilde Universitet, Bestyrelse 29057559","Universiteter",1,3
"592","Roskilde Universitet, Bestyrelse 29057559","Stat",2,1
"593","Roskilde Universitet, Bestyrelse 29057559","Uddannelse",2,2
"594","Roskilde Universitet, Bestyrelse 29057559","Videregående uddannelse",2,3
"595","Andel Holding A/S 25784413","Erhvervsliv",1,1
"596","Andel Holding A/S 25784413","Industri",1,2
"597","Andel Holding A/S 25784413","Energi",1,3
"598","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Erhvervsliv",1,1
"599","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Handel og service",1,2
"600","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Erhvervsliv",2,1
"601","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Handel og service",2,2
"602","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Konsulent & Revision",2,3
"603","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Erhvervsliv",3,1
"604","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Landbrug",3,2
"605","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Mødested",4,1
"606","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Netværk",4,2
"607","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Stat",5,1
"608","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Politik",5,2
"609","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Interesseorganisationer",5,3
"610","DANISH AGRO A.M.B.A. (Bestyrelse + Direktion) 59789317","Erhvervsorganisationer",5,4
"611","Udlændingestyrelsen 77940413","Stat",1,1
"612","Udlændingestyrelsen 77940413","Statsadministration",1,2
"613","Udlændingestyrelsen 77940413","Centraladministration",1,3
"614","Udlændingestyrelsen 77940413","Stat",2,1
"615","Udlændingestyrelsen 77940413","Statsadministration",2,2
"616","Udlændingestyrelsen 77940413","Udenrigstjenesten",2,3
"617","I/S AffaldPlus (Bestyrelse) 65278316","Stat",1,1
"618","I/S AffaldPlus (Bestyrelse) 65278316","Politik",1,2
"619","I/S AffaldPlus (Bestyrelse) 65278316","Interesseorganisationer",1,3
"620","I/S AffaldPlus (Bestyrelse) 65278316","Erhvervsorganisationer",1,4
"621","I/S AffaldPlus (Bestyrelse) 65278316","Stat",2,1
"622","I/S AffaldPlus (Bestyrelse) 65278316","Statsadministration",2,2
"623","I/S AffaldPlus (Bestyrelse) 65278316","Infrastruktur",2,3
"624","I/S AffaldPlus (Bestyrelse) 65278316","Miljø",2,4
"625","I/S AffaldPlus (Bestyrelse) 65278316","Stat",3,1
"626","I/S AffaldPlus (Bestyrelse) 65278316","Statsadministration",3,2
"627","I/S AffaldPlus (Bestyrelse) 65278316","Lokaladministration",3,3
"628","I/S AffaldPlus (Bestyrelse) 65278316","Kommunalt",3,4
"629","Miljøstyrelsen 25798376","Stat",1,1
"630","Miljøstyrelsen 25798376","Statsadministration",1,2
"631","Miljøstyrelsen 25798376","Centraladministration",1,3
"632","Miljøstyrelsen 25798376","Stat",2,1
"633","Miljøstyrelsen 25798376","Statsadministration",2,2
"634","Miljøstyrelsen 25798376","Infrastruktur",2,3
"635","Miljøstyrelsen 25798376","Miljø",2,4
"636","TV2/DANMARK (bestyrelse) 10413494","Ideologi",1,1
"637","TV2/DANMARK (bestyrelse) 10413494","Medier",1,2
"638","TV2/DANMARK (bestyrelse) 10413494","Mødested",2,1
"639","TV2/DANMARK (bestyrelse) 10413494","Statsadministration",2,2
"640","TV2/DANMARK (bestyrelse) 10413494","Centraladministration",2,3
"641","TV2/DANMARK (bestyrelse) 10413494","Stat",3,1
"642","TV2/DANMARK (bestyrelse) 10413494","Statsadministration",3,2
"643","TV2/DANMARK (bestyrelse) 10413494","Centraladministration",3,3
"644","TV2/DANMARK (bestyrelse) 10413494","Kulturområdet",3,4
"645","Fjernvarme Fyn Service A/S (Bestyrelse) 39055775","Erhvervsliv",1,1
"646","Fjernvarme Fyn Service A/S (Bestyrelse) 39055775","Industri",1,2
"647","Fjernvarme Fyn Service A/S (Bestyrelse) 39055775","Energi",1,3
"648","Fjernvarme Fyn Service A/S (Bestyrelse) 39055775","Stat",2,1
"649","Fjernvarme Fyn Service A/S (Bestyrelse) 39055775","Statsadministration",2,2
"650","Fjernvarme Fyn Service A/S (Bestyrelse) 39055775","Infrastruktur",2,3
"651","Fjernvarme Fyn Service A/S (Bestyrelse) 39055775","Energi",2,4
"652","Social- og Boligstyrelsen 26144698","Stat",1,1
"653","Social- og Boligstyrelsen 26144698","Statsadministration",1,2
"654","Social- og Boligstyrelsen 26144698","Centraladministration",1,3
"655","Social- og Boligstyrelsen 26144698","Socialområdet",1,4
"656","TIETGENSKOLEN 23267519","Stat",1,1
"657","TIETGENSKOLEN 23267519","Uddannelse",1,2
"658","TIETGENSKOLEN 23267519","Erhvervsskole",1,3
"659","UCL Erhvervsakademi & Professionshøjskole, Bestyrelse 30859480","Stat",1,1
"660","UCL Erhvervsakademi & Professionshøjskole, Bestyrelse 30859480","Uddannelse",1,2
"661","UCL Erhvervsakademi & Professionshøjskole, Bestyrelse 30859480","Videregående uddannelse",1,3
"662","Syddansk Universitet, Bestyrelse 29283958","Ideologi",1,1
"663","Syddansk Universitet, Bestyrelse 29283958","Videnskab",1,2
"664","Syddansk Universitet, Bestyrelse 29283958","Universiteter",1,3
"665","Syddansk Universitet, Bestyrelse 29283958","Stat",2,1
"666","Syddansk Universitet, Bestyrelse 29283958","Uddannelse",2,2
"667","Syddansk Universitet, Bestyrelse 29283958","Videregående uddannelse",2,3
"668","Familieretshuset 29445710","Stat",1,1
"669","Familieretshuset 29445710","Jura",1,2
"670","Familieretshuset 29445710","Retsvæsen",1,3
"671","Familieretshuset 29445710","Stat",2,1
"672","Familieretshuset 29445710","Statsadministration",2,2
"673","Familieretshuset 29445710","Centraladministration",2,3
"674","Familieretshuset 29445710","Socialområdet",2,4
"675","DANFOSS POWER ELECTRONICS A/S 19883876","Erhvervsliv",1,1
"676","DANFOSS POWER ELECTRONICS A/S 19883876","Industri",1,2
"677","DANFOSS POWER ELECTRONICS A/S 19883876","Energi",1,3
"678","DANFOSS A/S (Bestyrelse) 20165715","Erhvervsliv",1,1
"679","DANFOSS A/S (Bestyrelse) 20165715","Handel og service",1,2
"680","DANFOSS A/S (Bestyrelse) 20165715","Erhvervsliv",2,1
