"","AFFILIATION","full_tags","tag.number","full.tag.number"
"8689","LASJ f.m.b.a. 66482219","Landbrug",1,2
"8690","LASJ f.m.b.a. 66482219","Stat",2,1
"8691","LASJ f.m.b.a. 66482219","Politik",2,2
"8692","LASJ f.m.b.a. 66482219","Interesseorganisationer",2,3
"8693","LASJ f.m.b.a. 66482219","Erhvervsorganisationer",2,4
"8694","Landøkonomisk Selskab 52379113","Erhvervsliv",1,1
"8695","Landøkonomisk Selskab 52379113","Landbrug",1,2
"8696","Landøkonomisk Selskab 52379113","Mødested",2,1
"8697","Landøkonomisk Selskab 52379113","Netværk",2,2
"8698","Landøkonomisk Selskab 52379113","Stat",3,1
"8699","Landøkonomisk Selskab 52379113","Politik",3,2
"8700","Landøkonomisk Selskab 52379113","Interesseorganisationer",3,3
"8701","Landøkonomisk Selskab 52379113","Erhvervsorganisationer",3,4
"8702","HOLSTEBRO STRUER LANDBOFORENING (Bestyrelse) 26055431","Erhvervsliv",1,1
"8703","HOLSTEBRO STRUER LANDBOFORENING (Bestyrelse) 26055431","Landbrug",1,2
"8704","HOLSTEBRO STRUER LANDBOFORENING (Bestyrelse) 26055431","Mødested",2,1
"8705","HOLSTEBRO STRUER LANDBOFORENING (Bestyrelse) 26055431","Netværk",2,2
"8706","HOLSTEBRO STRUER LANDBOFORENING (Bestyrelse) 26055431","Stat",3,1
"8707","HOLSTEBRO STRUER LANDBOFORENING (Bestyrelse) 26055431","Politik",3,2
"8708","HOLSTEBRO STRUER LANDBOFORENING (Bestyrelse) 26055431","Interesseorganisationer",3,3
"8709","HOLSTEBRO STRUER LANDBOFORENING (Bestyrelse) 26055431","Erhvervsorganisationer",3,4
"8710","Landboforeningen Kronjylland (Bestyrelse) 42380318","Erhvervsliv",1,1
"8711","Landboforeningen Kronjylland (Bestyrelse) 42380318","Landbrug",1,2
"8712","Landboforeningen Kronjylland (Bestyrelse) 42380318","Mødested",2,1
"8713","Landboforeningen Kronjylland (Bestyrelse) 42380318","Netværk",2,2
"8714","Landboforeningen Kronjylland (Bestyrelse) 42380318","Stat",3,1
"8715","Landboforeningen Kronjylland (Bestyrelse) 42380318","Politik",3,2
"8716","Landboforeningen Kronjylland (Bestyrelse) 42380318","Interesseorganisationer",3,3
"8717","Landboforeningen Kronjylland (Bestyrelse) 42380318","Erhvervsorganisationer",3,4
"8718","Fjordland (Bestyrelse) 41503610","Erhvervsliv",1,1
"8719","Fjordland (Bestyrelse) 41503610","Landbrug",1,2
"8720","Fjordland (Bestyrelse) 41503610","Erhvervsliv",2,1
"8721","Fjordland (Bestyrelse) 41503610","Landbrug",2,2
"8722","Fjordland (Bestyrelse) 41503610","Fiskeri",2,3
"8723","Fjordland (Bestyrelse) 41503610","Mødested",3,1
"8724","Fjordland (Bestyrelse) 41503610","Netværk",3,2
"8725","Fjordland (Bestyrelse) 41503610","Stat",4,1
"8726","Fjordland (Bestyrelse) 41503610","Politik",4,2
"8727","Fjordland (Bestyrelse) 41503610","Interesseorganisationer",4,3
"8728","Fjordland (Bestyrelse) 41503610","Erhvervsorganisationer",4,4
"8729","SAMSØ LANDBOFORENING 35540016","Erhvervsliv",1,1
"8730","SAMSØ LANDBOFORENING 35540016","Landbrug",1,2
"8731","SAMSØ LANDBOFORENING 35540016","Mødested",2,1
"8732","SAMSØ LANDBOFORENING 35540016","Netværk",2,2
"8733","SAMSØ LANDBOFORENING 35540016","Stat",3,1
"8734","SAMSØ LANDBOFORENING 35540016","Politik",3,2
"8735","SAMSØ LANDBOFORENING 35540016","Interesseorganisationer",3,3
"8736","SAMSØ LANDBOFORENING 35540016","Erhvervsorganisationer",3,4
"8737","Jysk Landbrug (Bestyrelse) 31450632","Erhvervsliv",1,1
"8738","Jysk Landbrug (Bestyrelse) 31450632","Landbrug",1,2
"8739","Jysk Landbrug (Bestyrelse) 31450632","Mødested",2,1
"8740","Jysk Landbrug (Bestyrelse) 31450632","Netværk",2,2
"8741","Jysk Landbrug (Bestyrelse) 31450632","Stat",3,1
"8742","Jysk Landbrug (Bestyrelse) 31450632","Politik",3,2
"8743","Jysk Landbrug (Bestyrelse) 31450632","Interesseorganisationer",3,3
"8744","Jysk Landbrug (Bestyrelse) 31450632","Erhvervsorganisationer",3,4
"8745","Landwirtschaftlicher Hauptverein für Nordschleswig, LHN (Bestyrelse) 16342718","Erhvervsliv",1,1
"8746","Landwirtschaftlicher Hauptverein für Nordschleswig, LHN (Bestyrelse) 16342718","Landbrug",1,2
"8747","Landwirtschaftlicher Hauptverein für Nordschleswig, LHN (Bestyrelse) 16342718","Mødested",2,1
"8748","Landwirtschaftlicher Hauptverein für Nordschleswig, LHN (Bestyrelse) 16342718","Netværk",2,2
"8749","Landwirtschaftlicher Hauptverein für Nordschleswig, LHN (Bestyrelse) 16342718","Stat",3,1
"8750","Landwirtschaftlicher Hauptverein für Nordschleswig, LHN (Bestyrelse) 16342718","Politik",3,2
"8751","Landwirtschaftlicher Hauptverein für Nordschleswig, LHN (Bestyrelse) 16342718","Interesseorganisationer",3,3
"8752","Landwirtschaftlicher Hauptverein für Nordschleswig, LHN (Bestyrelse) 16342718","Erhvervsorganisationer",3,4
"8753","Sydvestjysk Landboforening (Bestyrelse) 25990188","Erhvervsliv",1,1
"8754","Sydvestjysk Landboforening (Bestyrelse) 25990188","Landbrug",1,2
"8755","Sydvestjysk Landboforening (Bestyrelse) 25990188","Stat",2,1
"8756","Sydvestjysk Landboforening (Bestyrelse) 25990188","Politik",2,2
"8757","Sydvestjysk Landboforening (Bestyrelse) 25990188","Interesseorganisationer",2,3
"8758","Sydvestjysk Landboforening (Bestyrelse) 25990188","Erhvervsorganisationer",2,4
"8759","DLBR FORSIKRINGSMÆGLER A/S 31886902","Erhvervsliv",1,1
"8760","DLBR FORSIKRINGSMÆGLER A/S 31886902","Landbrug",1,2
"8761","DLBR FORSIKRINGSMÆGLER A/S 31886902","Mødested",2,1
"8762","DLBR FORSIKRINGSMÆGLER A/S 31886902","Netværk",2,2
"8763","DLBR FORSIKRINGSMÆGLER A/S 31886902","Stat",3,1
"8764","DLBR FORSIKRINGSMÆGLER A/S 31886902","Politik",3,2
"8765","DLBR FORSIKRINGSMÆGLER A/S 31886902","Interesseorganisationer",3,3
"8766","DLBR FORSIKRINGSMÆGLER A/S 31886902","Erhvervsorganisationer",3,4
"8767","DLBR REVISION, GODKENDT REVISIONSANPARTSSELSKAB 32451195","Erhvervsliv",1,1
"8768","DLBR REVISION, GODKENDT REVISIONSANPARTSSELSKAB 32451195","Landbrug",1,2
"8769","DLBR REVISION, GODKENDT REVISIONSANPARTSSELSKAB 32451195","Stat",2,1
"8770","DLBR REVISION, GODKENDT REVISIONSANPARTSSELSKAB 32451195","Politik",2,2
"8771","DLBR REVISION, GODKENDT REVISIONSANPARTSSELSKAB 32451195","Interesseorganisationer",2,3
"8772","DLBR REVISION, GODKENDT REVISIONSANPARTSSELSKAB 32451195","Erhvervsorganisationer",2,4
"8773","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Erhvervsliv",1,1
"8774","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Fonde",1,2
"8775","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Erhvervsliv",2,1
"8776","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Landbrug",2,2
"8777","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Mødested",3,1
"8778","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Netværk",3,2
"8779","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Stat",4,1
"8780","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Politik",4,2
"8781","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Interesseorganisationer",4,3
"8782","ANDELSFORENINGERNES HUMANITÆRE OG KULTURELLE FOND 11704085","Erhvervsorganisationer",4,4
"8783","LANDBRUGETS HUDEFOND 21519413","Erhvervsliv",1,1
"8784","LANDBRUGETS HUDEFOND 21519413","Fonde",1,2
"8785","LANDBRUGETS HUDEFOND 21519413","Erhvervsliv",2,1
"8786","LANDBRUGETS HUDEFOND 21519413","Landbrug",2,2
"8787","LANDBRUGETS HUDEFOND 21519413","Stat",3,1
"8788","LANDBRUGETS HUDEFOND 21519413","Politik",3,2
"8789","LANDBRUGETS HUDEFOND 21519413","Interesseorganisationer",3,3
"8790","LANDBRUGETS HUDEFOND 21519413","Erhvervsorganisationer",3,4
"8791","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Erhvervsliv",1,1
"8792","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Fonde",1,2
"8793","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Erhvervsliv",2,1
"8794","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Landbrug",2,2
"8795","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Mødested",3,1
"8796","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Netværk",3,2
"8797","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Stat",4,1
"8798","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Politik",4,2
"8799","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Interesseorganisationer",4,3
"8800","LANDBRUGETS KORNFORÆDLINGSFOND (Bestyrelse) 23044811","Erhvervsorganisationer",4,4
"8801","Svineafgiftsfonden (Bestyrelse) 33684606","Erhvervsliv",1,1
"8802","Svineafgiftsfonden (Bestyrelse) 33684606","Fonde",1,2
"8803","Svineafgiftsfonden (Bestyrelse) 33684606","Erhvervsliv",2,1
"8804","Svineafgiftsfonden (Bestyrelse) 33684606","Landbrug",2,2
"8805","Svineafgiftsfonden (Bestyrelse) 33684606","Mødested",3,1
"8806","Svineafgiftsfonden (Bestyrelse) 33684606","Netværk",3,2
"8807","Svineafgiftsfonden (Bestyrelse) 33684606","Stat",4,1
"8808","Svineafgiftsfonden (Bestyrelse) 33684606","Politik",4,2
"8809","Svineafgiftsfonden (Bestyrelse) 33684606","Interesseorganisationer",4,3
"8810","Svineafgiftsfonden (Bestyrelse) 33684606","Erhvervsorganisationer",4,4
"8811","Planteafgiftsfonden (Bestyrelse) 44307014","Erhvervsliv",1,1
"8812","Planteafgiftsfonden (Bestyrelse) 44307014","Fonde",1,2
"8813","Planteafgiftsfonden (Bestyrelse) 44307014","Erhvervsliv",2,1
"8814","Planteafgiftsfonden (Bestyrelse) 44307014","Landbrug",2,2
"8815","Planteafgiftsfonden (Bestyrelse) 44307014","Ideologi",3,1
"8816","Planteafgiftsfonden (Bestyrelse) 44307014","Videnskab",3,2
"8817","Planteafgiftsfonden (Bestyrelse) 44307014","Naturvidenskab",3,3
"8818","Planteafgiftsfonden (Bestyrelse) 44307014","Stat",4,1
"8819","Planteafgiftsfonden (Bestyrelse) 44307014","Politik",4,2
"8820","Planteafgiftsfonden (Bestyrelse) 44307014","Interesseorganisationer",4,3
"8821","Planteafgiftsfonden (Bestyrelse) 44307014","Erhvervsorganisationer",4,4
"8822","SvineRådgivningen I/S (Bestyrelse) 25399781","Erhvervsliv",1,1
"8823","SvineRådgivningen I/S (Bestyrelse) 25399781","Industri",1,2
"8824","SvineRådgivningen I/S (Bestyrelse) 25399781","Erhvervsliv",2,1
"8825","SvineRådgivningen I/S (Bestyrelse) 25399781","Landbrug",2,2
"8826","SvineRådgivningen I/S (Bestyrelse) 25399781","Stat",3,1
"8827","SvineRådgivningen I/S (Bestyrelse) 25399781","Politik",3,2
"8828","SvineRådgivningen I/S (Bestyrelse) 25399781","Interesseorganisationer",3,3
"8829","SvineRådgivningen I/S (Bestyrelse) 25399781","Erhvervsorganisationer",3,4
"8830","VENG SYSTEM A/S (Bestyrelse) 32274838","Erhvervsliv",1,1
"8831","VENG SYSTEM A/S (Bestyrelse) 32274838","Industri",1,2
"8832","VENG SYSTEM A/S (Bestyrelse) 32274838","Energi",1,3
"8833","VENG SYSTEM A/S (Bestyrelse) 32274838","Erhvervsliv",2,1
"8834","VENG SYSTEM A/S (Bestyrelse) 32274838","Landbrug",2,2
"8835","VENG SYSTEM A/S (Bestyrelse) 32274838","Stat",3,1
"8836","VENG SYSTEM A/S (Bestyrelse) 32274838","Politik",3,2
"8837","VENG SYSTEM A/S (Bestyrelse) 32274838","Interesseorganisationer",3,3
"8838","VENG SYSTEM A/S (Bestyrelse) 32274838","Erhvervsorganisationer",3,4
"8839","LANDBRUGETS VETERINÆRE KONSULENTTJENESTE (Bestyrelse) 42511919","Erhvervsliv",1,1
"8840","LANDBRUGETS VETERINÆRE KONSULENTTJENESTE (Bestyrelse) 42511919","Handel og service",1,2
"8841","LANDBRUGETS VETERINÆRE KONSULENTTJENESTE (Bestyrelse) 42511919","Konsulent & Revision",1,3
"8842","LANDBRUGETS VETERINÆRE KONSULENTTJENESTE (Bestyrelse) 42511919","Erhvervsliv",2,1
"8843","LANDBRUGETS VETERINÆRE KONSULENTTJENESTE (Bestyrelse) 42511919","Landbrug",2,2
"8844","LANDBRUGETS VETERINÆRE KONSULENTTJENESTE (Bestyrelse) 42511919","Stat",3,1
"8845","LANDBRUGETS VETERINÆRE KONSULENTTJENESTE (Bestyrelse) 42511919","Politik",3,2
"8846","LANDBRUGETS VETERINÆRE KONSULENTTJENESTE (Bestyrelse) 42511919","Interesseorganisationer",3,3
"8847","LANDBRUGETS VETERINÆRE KONSULENTTJENESTE (Bestyrelse) 42511919","Erhvervsorganisationer",3,4
"8848","Danish Pig Genetics P/S (Bestyrelse) 39785919","Erhvervsliv",1,1
"8849","Danish Pig Genetics P/S (Bestyrelse) 39785919","Handel og service",1,2
"8850","Danish Pig Genetics P/S (Bestyrelse) 39785919","Konsulent & Revision",1,3
"8851","Danish Pig Genetics P/S (Bestyrelse) 39785919","Erhvervsliv",2,1
"8852","Danish Pig Genetics P/S (Bestyrelse) 39785919","Industri",2,2
"8853","Danish Pig Genetics P/S (Bestyrelse) 39785919","Erhvervsliv",3,1
"8854","Danish Pig Genetics P/S (Bestyrelse) 39785919","Landbrug",3,2
"8855","Danish Pig Genetics P/S (Bestyrelse) 39785919","Stat",4,1
"8856","Danish Pig Genetics P/S (Bestyrelse) 39785919","Politik",4,2
"8857","Danish Pig Genetics P/S (Bestyrelse) 39785919","Interesseorganisationer",4,3
"8858","Danish Pig Genetics P/S (Bestyrelse) 39785919","Erhvervsorganisationer",4,4
"8859","NUTRAX ApS 66549615","Erhvervsliv",1,1
"8860","NUTRAX ApS 66549615","Handel og service",1,2
"8861","NUTRAX ApS 66549615","Erhvervsliv",2,1
"8862","NUTRAX ApS 66549615","Industri",2,2
"8863","NUTRAX ApS 66549615","Erhvervsliv",3,1
"8864","NUTRAX ApS 66549615","Landbrug",3,2
"8865","DTL A/S (Bestyrelse) 15113685","Erhvervsliv",1,1
"8866","DTL A/S (Bestyrelse) 15113685","Handel og service",1,2
"8867","DTL A/S (Bestyrelse) 15113685","Erhvervsliv",2,1
"8868","DTL A/S (Bestyrelse) 15113685","Industri",2,2
"8869","DTL A/S (Bestyrelse) 15113685","Erhvervsliv",3,1
"8870","DTL A/S (Bestyrelse) 15113685","Industri",3,2
"8871","DTL A/S (Bestyrelse) 15113685","Transport",3,3
"8872","DTL A/S (Bestyrelse) 15113685","Erhvervsliv",4,1
"8873","DTL A/S (Bestyrelse) 15113685","Landbrug",4,2
"8874","DANVET K/S (Bestyrelse) 19176177","Erhvervsliv",1,1
"8875","DANVET K/S (Bestyrelse) 19176177","Handel og service",1,2
"8876","DANVET K/S (Bestyrelse) 19176177","Konsulent & Revision",1,3
"8877","DANVET K/S (Bestyrelse) 19176177","Erhvervsliv",2,1
"8878","DANVET K/S (Bestyrelse) 19176177","Landbrug",2,2
"8879","CEVA ANIMAL HEALTH A/S (Bestyrelse) 27210392","Erhvervsliv",1,1
"8880","CEVA ANIMAL HEALTH A/S (Bestyrelse) 27210392","Handel og service",1,2
"8881","CEVA ANIMAL HEALTH A/S (Bestyrelse) 27210392","Konsulent & Revision",1,3
"8882","CEVA ANIMAL HEALTH A/S (Bestyrelse) 27210392","Erhvervsliv",2,1
"8883","CEVA ANIMAL HEALTH A/S (Bestyrelse) 27210392","Industri",2,2
"8884","CEVA ANIMAL HEALTH A/S (Bestyrelse) 27210392","Medicinalindustri",2,3
"8885","CEVA ANIMAL HEALTH A/S (Bestyrelse) 27210392","Erhvervsliv",3,1
"8886","CEVA ANIMAL HEALTH A/S (Bestyrelse) 27210392","Landbrug",3,2
"8887","AGRISYS A/S (Bestyrelse) 31947987","Erhvervsliv",1,1
"8888","AGRISYS A/S (Bestyrelse) 31947987","Handel og service",1,2
"8889","AGRISYS A/S (Bestyrelse) 31947987","Erhvervsliv",2,1
"8890","AGRISYS A/S (Bestyrelse) 31947987","Industri",2,2
"8891","AGRISYS A/S (Bestyrelse) 31947987","Erhvervsliv",3,1
"8892","AGRISYS A/S (Bestyrelse) 31947987","Landbrug",3,2
"8893","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Erhvervsliv",1,1
"8894","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Handel og service",1,2
"8895","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Konsulent & Revision",1,3
"8896","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Erhvervsliv",2,1
"8897","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Industri",2,2
"8898","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Erhvervsliv",3,1
"8899","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Industri",3,2
"8900","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Medicinalindustri",3,3
"8901","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Erhvervsliv",4,1
"8902","Topigs Norsvin Danmark ApS (Bestyrelse) 43003437","Landbrug",4,2
"8903","UNITRON A/S (Bestyrelse) 15975806","Erhvervsliv",1,1
"8904","UNITRON A/S (Bestyrelse) 15975806","Handel og service",1,2
"8905","UNITRON A/S (Bestyrelse) 15975806","Erhvervsliv",2,1
"8906","UNITRON A/S (Bestyrelse) 15975806","Industri",2,2
"8907","UNITRON A/S (Bestyrelse) 15975806","Erhvervsliv",3,1
"8908","UNITRON A/S (Bestyrelse) 15975806","Landbrug",3,2
"8909","ECNergy A/S (Bestyrelse) 43558110","Erhvervsliv",1,1
"8910","ECNergy A/S (Bestyrelse) 43558110","Handel og service",1,2
"8911","ECNergy A/S (Bestyrelse) 43558110","Erhvervsliv",2,1
"8912","ECNergy A/S (Bestyrelse) 43558110","Industri",2,2
"8913","ECNergy A/S (Bestyrelse) 43558110","Erhvervsliv",3,1
"8914","ECNergy A/S (Bestyrelse) 43558110","Industri",3,2
"8915","ECNergy A/S (Bestyrelse) 43558110","Energi",3,3
"8916","ECNergy A/S (Bestyrelse) 43558110","Erhvervsliv",4,1
"8917","ECNergy A/S (Bestyrelse) 43558110","Landbrug",4,2
"8918","IKADAN SYSTEM A/S 14491538","Erhvervsliv",1,1
"8919","IKADAN SYSTEM A/S 14491538","Handel og service",1,2
"8920","IKADAN SYSTEM A/S 14491538","Erhvervsliv",2,1
"8921","IKADAN SYSTEM A/S 14491538","Industri",2,2
"8922","IKADAN SYSTEM A/S 14491538","Erhvervsliv",3,1
"8923","IKADAN SYSTEM A/S 14491538","Landbrug",3,2
"8924","SALFARM DANMARK A/S (Bestyrelse) 67456211","Erhvervsliv",1,1
"8925","SALFARM DANMARK A/S (Bestyrelse) 67456211","Handel og service",1,2
"8926","SALFARM DANMARK A/S (Bestyrelse) 67456211","Erhvervsliv",2,1
"8927","SALFARM DANMARK A/S (Bestyrelse) 67456211","Landbrug",2,2
"8928","SALFARM DANMARK A/S (Bestyrelse) 67456211","Ideologi",3,1
"8929","SALFARM DANMARK A/S (Bestyrelse) 67456211","Videnskab",3,2
"8930","SALFARM DANMARK A/S (Bestyrelse) 67456211","Naturvidenskab",3,3
"8931","GASA NORD GRØNT AMBA 54550715","Erhvervsliv",1,1
"8932","GASA NORD GRØNT AMBA 54550715","Landbrug",1,2
"8933","Det Økonomiske Råd 26577","Ideologi",1,1
"8934","Det Økonomiske Råd 26577","Videnskab",1,2
"8935","Det Økonomiske Råd 26577","Samfundsvidenskab",1,3
"8936","Det Økonomiske Råd 26577","Økonomi",1,4
"8937","Det Økonomiske Råd 26577","Mødested",2,1
"8938","Det Økonomiske Råd 26577","Statsadministration",2,2
"8939","Det Økonomiske Råd 26577","Centraladministration",2,3
"8940","Det Miljøøkonomiske Råd 26578","Ideologi",1,1
"8941","Det Miljøøkonomiske Råd 26578","Videnskab",1,2
"8942","Det Miljøøkonomiske Råd 26578","Samfundsvidenskab",1,3
"8943","Det Miljøøkonomiske Råd 26578","Økonomi",1,4
"8944","Det Miljøøkonomiske Råd 26578","Mødested",2,1
"8945","Det Miljøøkonomiske Råd 26578","Statsadministration",2,2
"8946","Det Miljøøkonomiske Råd 26578","Centraladministration",2,3
"8947","DANMARKS NATIONALBANK (Bestyrelse) 26579","Erhvervsliv",1,1
"8948","DANMARKS NATIONALBANK (Bestyrelse) 26579","Finans",1,2
"8949","DANMARKS NATIONALBANK (Bestyrelse) 26579","Banker",1,3
"8950","DANMARKS NATIONALBANK (Bestyrelse) 26579","Mødested",2,1
"8951","DANMARKS NATIONALBANK (Bestyrelse) 26579","Statsadministration",2,2
"8952","DANMARKS NATIONALBANK (Bestyrelse) 26579","Centraladministration",2,3
"8953","DANMARKS NATIONALBANK (Bestyrelse) 26579","Stat",3,1
"8954","DANMARKS NATIONALBANK (Bestyrelse) 26579","Statsadministration",3,2
"8955","DANMARKS NATIONALBANK (Bestyrelse) 26579","Centraladministration",3,3
"8956","DANMARKS NATIONALBANK (Bestyrelse) 26579","Erhvervsområdet",3,4
"8957","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Erhvervsliv",1,1
"8958","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Finans",1,2
"8959","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Banker",1,3
"8960","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Mødested",2,1
"8961","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Statsadministration",2,2
"8962","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Centraladministration",2,3
"8963","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Stat",3,1
"8964","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Statsadministration",3,2
"8965","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Centraladministration",3,3
"8966","DANMARKS NATIONALBANK (Repræsentantskab) 26580","Erhvervsområdet",3,4
"8967","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Ideologi",1,1
"8968","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Videnskab",1,2
"8969","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Naturvidenskab",1,3
"8970","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Ideologi",2,1
"8971","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Videnskab",2,2
"8972","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Samfundsvidenskab",2,3
"8973","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Stat",3,1
"8974","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Statsadministration",3,2
"8975","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Centraladministration",3,3
"8976","Arbejdsmiljøforskningsfonden (Det Videnskabelige Arbejdsmiljøforskningsudvalg) 26582","Beskæftigelse",3,4
"8977","Arbejdsmiljøforskningsfonden (Udvalget for Udvikling og Udredning) 26583","Erhvervsliv",1,1
"8978","Arbejdsmiljøforskningsfonden (Udvalget for Udvikling og Udredning) 26583","Fonde",1,2
"8979","Arbejdsmiljøforskningsfonden (Udvalget for Udvikling og Udredning) 26583","Ideologi",2,1
"8980","Arbejdsmiljøforskningsfonden (Udvalget for Udvikling og Udredning) 26583","Videnskab",2,2
"8981","Arbejdsmiljøforskningsfonden (Udvalget for Udvikling og Udredning) 26583","Samfundsvidenskab",2,3
"8982","Arbejdsmiljøforskningsfonden (Udvalget for Udvikling og Udredning) 26583","Stat",3,1
"8983","Arbejdsmiljøforskningsfonden (Udvalget for Udvikling og Udredning) 26583","Statsadministration",3,2
"8984","Arbejdsmiljøforskningsfonden (Udvalget for Udvikling og Udredning) 26583","Centraladministration",3,3
"8985","Arbejdsmiljøforskningsfonden (Udvalget for Udvikling og Udredning) 26583","Beskæftigelse",3,4
"8986","Arbejdsmiljørådet 26584","Mødested",1,1
"8987","Arbejdsmiljørådet 26584","Statsadministration",1,2
"8988","Arbejdsmiljørådet 26584","Centraladministration",1,3
"8989","Arbejdsmiljørådet 26584","Råd og Nævn",1,4
"8990","Arbejdsmiljørådet 26584","Stat",2,1
"8991","Arbejdsmiljørådet 26584","Statsadministration",2,2
"8992","Arbejdsmiljørådet 26584","Centraladministration",2,3
"8993","Arbejdsmiljørådet 26584","Beskæftigelse",2,4
"8994","Ankenævnet for ATP 26585","Mødested",1,1
"8995","Ankenævnet for ATP 26585","Statsadministration",1,2
"8996","Ankenævnet for ATP 26585","Centraladministration",1,3
"8997","Ankenævnet for ATP 26585","Råd og Nævn",1,4
"8998","Ankenævnet for ATP 26585","Stat",2,1
"8999","Ankenævnet for ATP 26585","Statsadministration",2,2
"9000","Ankenævnet for ATP 26585","Centraladministration",2,3
"9001","Ankenævnet for ATP 26585","Beskæftigelse",2,4
"9002","Ankenævnet for ATP 26585","Stat",3,1
"9003","Ankenævnet for ATP 26585","Statsadministration",3,2
"9004","Ankenævnet for ATP 26585","Centraladministration",3,3
"9005","Ankenævnet for ATP 26585","Socialområdet",3,4
"9006","Beskæftigelsesrådet 26586","Mødested",1,1
"9007","Beskæftigelsesrådet 26586","Statsadministration",1,2
"9008","Beskæftigelsesrådet 26586","Centraladministration",1,3
"9009","Beskæftigelsesrådet 26586","Råd og Nævn",1,4
"9010","Beskæftigelsesrådet 26586","Stat",2,1
"9011","Beskæftigelsesrådet 26586","Statsadministration",2,2
"9012","Beskæftigelsesrådet 26586","Centraladministration",2,3
"9013","Beskæftigelsesrådet 26586","Beskæftigelse",2,4
"9014","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Erhvervsliv",1,1
"9015","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Ideologi",2,1
"9016","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Videnskab",2,2
"9017","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Naturvidenskab",2,3
"9018","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Ideologi",3,1
"9019","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Videnskab",3,2
"9020","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Samfundsvidenskab",3,3
"9021","Det Nationale Forskningscenter for Arbejdsmiljø (Bestyrelse) 26587","Stat",4,1
